Timestamp,Emotion
2025-11-19 10:41:42,Neutral
2025-11-19 10:41:42,Neutral
2025-11-19 10:41:42,Neutral
2025-11-19 10:41:42,Neutral
2025-11-19 10:41:42,Neutral
2025-11-19 10:41:43,Neutral
2025-11-19 10:41:43,Neutral
2025-11-19 10:41:43,Neutral
2025-11-19 10:41:43,Neutral
2025-11-19 10:41:44,Neutral
2025-11-19 10:41:45,Happy
2025-11-19 10:41:46,Happy
2025-11-19 10:41:46,Neutral
2025-11-19 10:41:46,Happy
2025-11-19 10:41:47,Happy
2025-11-19 10:41:47,Neutral
2025-11-19 10:41:47,Happy
2025-11-19 10:41:50,Angry
2025-11-19 10:41:50,Sad
2025-11-19 10:41:50,Sad
2025-11-19 10:41:51,Sad
2025-11-19 10:41:51,Sad
2025-11-19 10:41:52,Sad
2025-11-19 10:41:52,Sad
2025-11-19 10:41:52,Sad
2025-11-19 10:41:52,Sad
2025-11-19 10:41:53,Sad
2025-11-19 10:41:53,Angry
2025-11-19 10:41:54,Angry
2025-11-19 10:41:55,Angry
2025-11-19 10:41:55,Angry
2025-11-19 10:41:55,Angry
2025-11-19 10:41:55,Angry
2025-11-19 10:41:55,Angry
2025-11-19 10:41:56,Angry
2025-11-19 10:41:56,Angry
2025-11-19 10:41:56,Angry
2025-11-19 10:41:58,Sad
2025-11-19 10:41:59,Angry
2025-11-19 10:41:59,Angry
2025-11-19 10:41:59,Angry
2025-11-19 10:41:59,Angry
2025-11-19 10:41:59,Fear
2025-11-19 10:42:00,Sad
2025-11-19 10:42:00,Sad
2025-11-19 10:42:00,Angry
2025-11-19 10:42:00,Angry
2025-11-19 10:42:00,Happy
2025-11-19 10:42:01,Happy
2025-11-19 10:42:03,Happy
2025-11-19 10:42:04,Happy
2025-11-19 10:42:04,Happy
2025-11-19 10:42:04,Happy
2025-11-19 10:42:04,Happy
2025-11-19 10:42:04,Happy
2025-11-19 10:42:05,Happy
2025-11-19 10:42:05,Happy
2025-11-19 10:42:06,Happy
2025-11-19 10:42:06,Happy
2025-11-19 10:42:06,Happy
